Date,Country,Country_Temp,Avg Temperature (C),Avg Humidity (%),Total Precipitation (mm)
2022-07-01,AUS,16.31,24.85555555555555,59.45304659498208,36.53333333333333
2022-10-01,AUS,23.78,14.849820788530463,68.09139784946235,37.266666666666666
2023-01-01,AUS,28.37,8.930491551459292,72.18894009216591,76.33333333333333
2023-04-01,AUS,23.19,16.272043010752686,72.81505376344086,64.66666666666667
2023-07-01,AUS,16.42,24.968817204301075,59.33763440860215,29.133333333333336
2023-10-01,AUS,23.86,15.349820788530463,68.77419354838709,141.86666666666667
2024-01-01,AUS,28.62,9.42491657397108,71.02892102335929,65.7
2024-04-01,AUS,23.28,18.25663082437276,65.27419354838709,42.06666666666667
2024-07-01,AUS,16.4,25.138709677419353,61.07777777777778,38.1
2024-10-01,AUS,23.97,13.56415770609319,67.48853046594982,68.66666666666667
2019-01-01,BRN,26.54,8.475422427035332,70.20276497695852,77.66666666666667
2019-04-01,BRN,27.38,18.11935483870968,66.00573476702509,28.066666666666663
2019-07-01,BRN,27.41,23.525089605734767,62.93942652329749,29.36666666666667
2019-10-01,BRN,27.04,15.47347670250896,69.24408602150538,55.73333333333333
2020-01-01,BRN,26.58,8.450129773822766,69.75046347793845,85.46666666666665
2020-04-01,BRN,27.53,16.76845878136201,62.81146953405018,64.10000000000001
2020-07-01,BRN,27.33,24.58817204301075,64.13082437275986,5.3
2020-10-01,BRN,26.99,15.144802867383511,66.83405017921147,38.9
2021-01-01,BRN,26.59,8.248463901689709,69.61981566820276,97.86666666666667
2021-04-01,BRN,27.36,16.47347670250896,67.96917562724015,62.36666666666667
2021-07-01,BRN,27.42,24.50035842293907,60.517921146953405,22.9
2021-10-01,BRN,26.96,13.514336917562725,70.0146953405018,65.86666666666667
2022-01-01,BRN,26.56,6.649385560675884,69.68817204301075,73.13333333333334
2022-04-01,BRN,27.42,17.54121863799283,67.17885304659498,45.833333333333336
2022-07-01,BRN,27.35,24.85555555555555,59.45304659498208,36.53333333333333
2022-10-01,BRN,27.0,14.849820788530463,68.09139784946235,37.266666666666666
2023-01-01,BRN,26.55,8.930491551459292,72.18894009216591,76.33333333333333
2023-04-01,BRN,27.55,16.272043010752686,72.81505376344086,64.66666666666667
2023-07-01,BRN,27.37,24.968817204301075,59.33763440860215,29.133333333333336
2023-10-01,BRN,27.06,15.349820788530463,68.77419354838709,141.86666666666667
2024-01-01,BRN,26.66,9.42491657397108,71.02892102335929,65.7
2024-04-01,BRN,27.69,18.25663082437276,65.27419354838709,42.06666666666667
2024-07-01,BRN,27.42,25.138709677419353,61.07777777777778,38.1
2024-10-01,BRN,27.15,13.56415770609319,67.48853046594982,68.66666666666667
2019-01-01,CHN,-5.58,8.475422427035332,70.20276497695852,77.66666666666667
2019-04-01,CHN,8.02,18.11935483870968,66.00573476702509,28.066666666666663
2019-07-01,CHN,19.7,23.525089605734767,62.93942652329749,29.36666666666667
2019-10-01,CHN,8.18,15.47347670250896,69.24408602150538,55.73333333333333
2020-01-01,CHN,-5.26,8.450129773822766,69.75046347793845,85.46666666666665
2020-04-01,CHN,8.04,16.76845878136201,62.81146953405018,64.10000000000001
2020-07-01,CHN,19.68,24.58817204301075,64.13082437275986,5.3
2020-10-01,CHN,8.25,15.144802867383511,66.83405017921147,38.9
2021-01-01,CHN,-5.54,8.248463901689709,69.61981566820276,97.86666666666667
2021-04-01,CHN,8.14,16.47347670250896,67.96917562724015,62.36666666666667
2021-07-01,CHN,19.82,24.50035842293907,60.517921146953405,22.9
2021-10-01,CHN,8.22,13.514336917562725,70.0146953405018,65.86666666666667
2022-01-01,CHN,-5.52,6.649385560675884,69.68817204301075,73.13333333333334
2022-04-01,CHN,8.26,17.54121863799283,67.17885304659498,45.833333333333336
2022-07-01,CHN,19.79,24.85555555555555,59.45304659498208,36.53333333333333
2022-10-01,CHN,8.41,14.849820788530463,68.09139784946235,37.266666666666666
2023-01-01,CHN,-5.37,8.930491551459292,72.18894009216591,76.33333333333333
2023-04-01,CHN,8.25,16.272043010752686,72.81505376344086,64.66666666666667
2023-07-01,CHN,19.95,24.968817204301075,59.33763440860215,29.133333333333336
2023-10-01,CHN,8.49,15.349820788530463,68.77419354838709,141.86666666666667
2024-01-01,CHN,-5.01,9.42491657397108,71.02892102335929,65.7
2024-04-01,CHN,8.32,18.25663082437276,65.27419354838709,42.06666666666667
2024-07-01,CHN,20.02,25.138709677419353,61.07777777777778,38.1
2024-10-01,CHN,8.5,13.56415770609319,67.48853046594982,68.66666666666667
2019-01-01,COK,26.14,8.475422427035332,70.20276497695852,77.66666666666667
2019-04-01,COK,26.13,18.11935483870968,66.00573476702509,28.066666666666663
2019-07-01,COK,23.86,23.525089605734767,62.93942652329749,29.36666666666667
2019-10-01,COK,24.19,15.47347670250896,69.24408602150538,55.73333333333333
2020-01-01,COK,26.11,8.450129773822766,69.75046347793845,85.46666666666665
2020-04-01,COK,26.05,16.76845878136201,62.81146953405018,64.10000000000001
2020-07-01,COK,23.65,24.58817204301075,64.13082437275986,5.3
2020-10-01,COK,24.1,15.144802867383511,66.83405017921147,38.9
2021-01-01,COK,26.29,8.248463901689709,69.61981566820276,97.86666666666667
2021-04-01,COK,26.11,16.47347670250896,67.96917562724015,62.36666666666667
2021-07-01,COK,23.89,24.50035842293907,60.517921146953405,22.9
2021-10-01,COK,24.23,13.514336917562725,70.0146953405018,65.86666666666667
2022-01-01,COK,26.3,6.649385560675884,69.68817204301075,73.13333333333334
2022-04-01,COK,26.13,17.54121863799283,67.17885304659498,45.833333333333336
2022-07-01,COK,23.96,24.85555555555555,59.45304659498208,36.53333333333333
2022-10-01,COK,24.35,14.849820788530463,68.09139784946235,37.266666666666666
2023-01-01,COK,26.27,8.930491551459292,72.18894009216591,76.33333333333333
2023-04-01,COK,26.2,16.272043010752686,72.81505376344086,64.66666666666667
2023-07-01,COK,24.11,24.968817204301075,59.33763440860215,29.133333333333336
2023-10-01,COK,24.35,15.349820788530463,68.77419354838709,141.86666666666667
2024-01-01,COK,26.22,9.42491657397108,71.02892102335929,65.7
2024-04-01,COK,26.32,18.25663082437276,65.27419354838709,42.06666666666667
2024-07-01,COK,24.1,25.138709677419353,61.07777777777778,38.1
2024-10-01,COK,24.35,13.56415770609319,67.48853046594982,68.66666666666667
2019-01-01,FJI,26.2,8.475422427035332,70.20276497695852,77.66666666666667
2019-04-01,FJI,25.67,18.11935483870968,66.00573476702509,28.066666666666663
2019-07-01,FJI,23.51,23.525089605734767,62.93942652329749,29.36666666666667
2019-10-01,FJI,24.36,15.47347670250896,69.24408602150538,55.73333333333333
2020-01-01,FJI,26.32,8.450129773822766,69.75046347793845,85.46666666666665
2020-04-01,FJI,25.77,16.76845878136201,62.81146953405018,64.10000000000001
2020-07-01,FJI,23.48,24.58817204301075,64.13082437275986,5.3
2020-10-01,FJI,24.52,15.144802867383511,66.83405017921147,38.9
2021-01-01,FJI,26.34,8.248463901689709,69.61981566820276,97.86666666666667
2021-04-01,FJI,25.91,16.47347670250896,67.96917562724015,62.36666666666667
2021-07-01,FJI,23.71,24.50035842293907,60.517921146953405,22.9
2021-10-01,FJI,24.47,13.514336917562725,70.0146953405018,65.86666666666667
2022-01-01,FJI,26.31,6.649385560675884,69.68817204301075,73.13333333333334
2022-04-01,FJI,25.75,17.54121863799283,67.17885304659498,45.833333333333336
2022-07-01,FJI,23.73,24.85555555555555,59.45304659498208,36.53333333333333
2022-10-01,FJI,24.48,14.849820788530463,68.09139784946235,37.266666666666666
2023-01-01,FJI,26.34,8.930491551459292,72.18894009216591,76.33333333333333
2023-04-01,FJI,25.75,16.272043010752686,72.81505376344086,64.66666666666667
2023-07-01,FJI,23.79,24.968817204301075,59.33763440860215,29.133333333333336
2023-10-01,FJI,24.57,15.349820788530463,68.77419354838709,141.86666666666667
2024-01-01,FJI,26.45,9.42491657397108,71.02892102335929,65.7
2024-04-01,FJI,25.85,18.25663082437276,65.27419354838709,42.06666666666667
2024-07-01,FJI,23.66,25.138709677419353,61.07777777777778,38.1
2024-10-01,FJI,24.6,13.56415770609319,67.48853046594982,68.66666666666667
2019-01-01,FSM,27.39,8.475422427035332,70.20276497695852,77.66666666666667
2019-04-01,FSM,27.44,18.11935483870968,66.00573476702509,28.066666666666663
2019-07-01,FSM,27.38,23.525089605734767,62.93942652329749,29.36666666666667
2019-10-01,FSM,27.57,15.47347670250896,69.24408602150538,55.73333333333333
2020-01-01,FSM,27.37,8.450129773822766,69.75046347793845,85.46666666666665
2020-04-01,FSM,27.52,16.76845878136201,62.81146953405018,64.10000000000001
2020-07-01,FSM,27.35,24.58817204301075,64.13082437275986,5.3
2020-10-01,FSM,27.47,15.144802867383511,66.83405017921147,38.9
2021-01-01,FSM,27.44,8.248463901689709,69.61981566820276,97.86666666666667
2021-04-01,FSM,27.54,16.47347670250896,67.96917562724015,62.36666666666667
2021-07-01,FSM,27.44,24.50035842293907,60.517921146953405,22.9
2021-10-01,FSM,27.5,13.514336917562725,70.0146953405018,65.86666666666667
2022-01-01,FSM,27.37,6.649385560675884,69.68817204301075,73.13333333333334
2022-04-01,FSM,27.5,17.54121863799283,67.17885304659498,45.833333333333336
2022-07-01,FSM,27.36,24.85555555555555,59.45304659498208,36.53333333333333
2022-10-01,FSM,27.53,14.849820788530463,68.09139784946235,37.266666666666666
2023-01-01,FSM,27.47,8.930491551459292,72.18894009216591,76.33333333333333
2023-04-01,FSM,27.52,16.272043010752686,72.81505376344086,64.66666666666667
2023-07-01,FSM,27.39,24.968817204301075,59.33763440860215,29.133333333333336
2023-10-01,FSM,27.54,15.349820788530463,68.77419354838709,141.86666666666667
2024-01-01,FSM,27.47,9.42491657397108,71.02892102335929,65.7
2024-04-01,FSM,27.62,18.25663082437276,65.27419354838709,42.06666666666667
2024-07-01,FSM,27.53,25.138709677419353,61.07777777777778,38.1
2024-10-01,FSM,27.68,13.56415770609319,67.48853046594982,68.66666666666667
2019-01-01,GUM,27.05,8.475422427035332,70.20276497695852,77.66666666666667
2019-04-01,GUM,27.18,18.11935483870968,66.00573476702509,28.066666666666663
2019-07-01,GUM,27.71,23.525089605734767,62.93942652329749,29.36666666666667
2019-10-01,GUM,27.62,15.47347670250896,69.24408602150538,55.73333333333333
2020-01-01,GUM,26.96,8.450129773822766,69.75046347793845,85.46666666666665
2020-04-01,GUM,27.22,16.76845878136201,62.81146953405018,64.10000000000001
2020-07-01,GUM,27.68,24.58817204301075,64.13082437275986,5.3
2020-10-01,GUM,27.68,15.144802867383511,66.83405017921147,38.9
2021-01-01,GUM,27.13,8.248463901689709,69.61981566820276,97.86666666666667
2021-04-01,GUM,27.2,16.47347670250896,67.96917562724015,62.36666666666667
2021-07-01,GUM,27.73,24.50035842293907,60.517921146953405,22.9
2021-10-01,GUM,27.65,13.514336917562725,70.0146953405018,65.86666666666667
2022-01-01,GUM,27.0,6.649385560675884,69.68817204301075,73.13333333333334
2022-04-01,GUM,27.11,17.54121863799283,67.17885304659498,45.833333333333336
2022-07-01,GUM,27.71,24.85555555555555,59.45304659498208,36.53333333333333
2022-10-01,GUM,27.75,14.849820788530463,68.09139784946235,37.266666666666666
2023-01-01,GUM,27.04,8.930491551459292,72.18894009216591,76.33333333333333
2023-04-01,GUM,27.22,16.272043010752686,72.81505376344086,64.66666666666667
2023-07-01,GUM,27.68,24.968817204301075,59.33763440860215,29.133333333333336
2023-10-01,GUM,27.8,15.349820788530463,68.77419354838709,141.86666666666667
2024-01-01,GUM,27.08,9.42491657397108,71.02892102335929,65.7
2024-04-01,GUM,27.21,18.25663082437276,65.27419354838709,42.06666666666667
2024-07-01,GUM,27.78,25.138709677419353,61.07777777777778,38.1
2024-10-01,GUM,27.8,13.56415770609319,67.48853046594982,68.66666666666667
2019-01-01,HKG,17.24,8.475422427035332,70.20276497695852,77.66666666666667
2019-04-01,HKG,23.33,18.11935483870968,66.00573476702509,28.066666666666663
2019-07-01,HKG,28.83,23.525089605734767,62.93942652329749,29.36666666666667
2019-10-01,HKG,25.13,15.47347670250896,69.24408602150538,55.73333333333333
2020-01-01,HKG,17.27,8.450129773822766,69.75046347793845,85.46666666666665
2020-04-01,HKG,23.37,16.76845878136201,62.81146953405018,64.10000000000001
2020-07-01,HKG,28.9,24.58817204301075,64.13082437275986,5.3
2020-10-01,HKG,25.18,15.144802867383511,66.83405017921147,38.9
2021-01-01,HKG,16.89,8.248463901689709,69.61981566820276,97.86666666666667
2021-04-01,HKG,23.16,16.47347670250896,67.96917562724015,62.36666666666667
2021-07-01,HKG,28.92,24.50035842293907,60.517921146953405,22.9
2021-10-01,HKG,24.99,13.514336917562725,70.0146953405018,65.86666666666667
2022-01-01,HKG,16.78,6.649385560675884,69.68817204301075,73.13333333333334
2022-04-01,HKG,23.09,17.54121863799283,67.17885304659498,45.833333333333336
2022-07-01,HKG,28.92,24.85555555555555,59.45304659498208,36.53333333333333
2022-10-01,HKG,25.17,14.849820788530463,68.09139784946235,37.266666666666666
2023-01-01,HKG,17.17,8.930491551459292,72.18894009216591,76.33333333333333
2023-04-01,HKG,23.49,16.272043010752686,72.81505376344086,64.66666666666667
2023-07-01,HKG,29.02,24.968817204301075,59.33763440860215,29.133333333333336
2023-10-01,HKG,25.65,15.349820788530463,68.77419354838709,141.86666666666667
2024-01-01,HKG,17.24,9.42491657397108,71.02892102335929,65.7
2024-04-01,HKG,23.33,18.25663082437276,65.27419354838709,42.06666666666667
2024-07-01,HKG,29.06,25.138709677419353,61.07777777777778,38.1
2024-10-01,HKG,25.23,13.56415770609319,67.48853046594982,68.66666666666667
2019-01-01,IDN,25.78,8.475422427035332,70.20276497695852,77.66666666666667
2019-04-01,IDN,26.12,18.11935483870968,66.00573476702509,28.066666666666663
2019-07-01,IDN,25.73,23.525089605734767,62.93942652329749,29.36666666666667
2019-10-01,IDN,26.11,15.47347670250896,69.24408602150538,55.73333333333333
2020-01-01,IDN,25.85,8.450129773822766,69.75046347793845,85.46666666666665
2020-04-01,IDN,26.25,16.76845878136201,62.81146953405018,64.10000000000001
2020-07-01,IDN,25.68,24.58817204301075,64.13082437275986,5.3
2020-10-01,IDN,26.08,15.144802867383511,66.83405017921147,38.9
2021-01-01,IDN,25.88,8.248463901689709,69.61981566820276,97.86666666666667
2021-04-01,IDN,26.19,16.47347670250896,67.96917562724015,62.36666666666667
2021-07-01,IDN,25.72,24.50035842293907,60.517921146953405,22.9
2021-10-01,IDN,26.06,13.514336917562725,70.0146953405018,65.86666666666667
2022-01-01,IDN,25.84,6.649385560675884,69.68817204301075,73.13333333333334
2022-04-01,IDN,26.2,17.54121863799283,67.17885304659498,45.833333333333336
2022-07-01,IDN,25.69,24.85555555555555,59.45304659498208,36.53333333333333
2022-10-01,IDN,26.08,14.849820788530463,68.09139784946235,37.266666666666666
2023-01-01,IDN,25.84,8.930491551459292,72.18894009216591,76.33333333333333
2023-04-01,IDN,26.21,16.272043010752686,72.81505376344086,64.66666666666667
2023-07-01,IDN,25.8,24.968817204301075,59.33763440860215,29.133333333333336
2023-10-01,IDN,26.21,15.349820788530463,68.77419354838709,141.86666666666667
2024-01-01,IDN,25.98,9.42491657397108,71.02892102335929,65.7
2024-04-01,IDN,26.36,18.25663082437276,65.27419354838709,42.06666666666667
2024-07-01,IDN,25.86,25.138709677419353,61.07777777777778,38.1
2024-10-01,IDN,26.2,13.56415770609319,67.48853046594982,68.66666666666667
2019-01-01,JPN,2.31,8.475422427035332,70.20276497695852,77.66666666666667
2019-04-01,JPN,10.56,18.11935483870968,66.00573476702509,28.066666666666663
2019-07-01,JPN,22.76,23.525089605734767,62.93942652329749,29.36666666666667
2019-10-01,JPN,15.39,15.47347670250896,69.24408602150538,55.73333333333333
2020-01-01,JPN,2.27,8.450129773822766,69.75046347793845,85.46666666666665
2020-04-01,JPN,10.56,16.76845878136201,62.81146953405018,64.10000000000001
2020-07-01,JPN,22.72,24.58817204301075,64.13082437275986,5.3
2020-10-01,JPN,15.39,15.144802867383511,66.83405017921147,38.9
2021-01-01,JPN,2.1,8.248463901689709,69.61981566820276,97.86666666666667
2021-04-01,JPN,10.58,16.47347670250896,67.96917562724015,62.36666666666667
2021-07-01,JPN,22.86,24.50035842293907,60.517921146953405,22.9
2021-10-01,JPN,15.41,13.514336917562725,70.0146953405018,65.86666666666667
2022-01-01,JPN,2.16,6.649385560675884,69.68817204301075,73.13333333333334
2022-04-01,JPN,10.77,17.54121863799283,67.17885304659498,45.833333333333336
2022-07-01,JPN,22.78,24.85555555555555,59.45304659498208,36.53333333333333
2022-10-01,JPN,15.51,14.849820788530463,68.09139784946235,37.266666666666666
2023-01-01,JPN,2.45,8.930491551459292,72.18894009216591,76.33333333333333
2023-04-01,JPN,10.64,16.272043010752686,72.81505376344086,64.66666666666667
2023-07-01,JPN,23.03,24.968817204301075,59.33763440860215,29.133333333333336
2023-10-01,JPN,15.65,15.349820788530463,68.77419354838709,141.86666666666667
2024-01-01,JPN,2.62,9.42491657397108,71.02892102335929,65.7
2024-04-01,JPN,10.91,18.25663082437276,65.27419354838709,42.06666666666667
2024-07-01,JPN,23.14,25.138709677419353,61.07777777777778,38.1
2024-10-01,JPN,15.74,13.56415770609319,67.48853046594982,68.66666666666667
2019-01-01,KHM,27.18,8.475422427035332,70.20276497695852,77.66666666666667
2019-04-01,KHM,29.78,18.11935483870968,66.00573476702509,28.066666666666663
2019-07-01,KHM,28.33,23.525089605734767,62.93942652329749,29.36666666666667
2019-10-01,KHM,27.52,15.47347670250896,69.24408602150538,55.73333333333333
2020-01-01,KHM,27.09,8.450129773822766,69.75046347793845,85.46666666666665
2020-04-01,KHM,29.98,16.76845878136201,62.81146953405018,64.10000000000001
2020-07-01,KHM,28.4,24.58817204301075,64.13082437275986,5.3
2020-10-01,KHM,27.52,15.144802867383511,66.83405017921147,38.9
2021-01-01,KHM,26.96,8.248463901689709,69.61981566820276,97.86666666666667
2021-04-01,KHM,29.93,16.47347670250896,67.96917562724015,62.36666666666667
2021-07-01,KHM,28.58,24.50035842293907,60.517921146953405,22.9
2021-10-01,KHM,27.48,13.514336917562725,70.0146953405018,65.86666666666667
2022-01-01,KHM,26.84,6.649385560675884,69.68817204301075,73.13333333333334
2022-04-01,KHM,29.85,17.54121863799283,67.17885304659498,45.833333333333336
2022-07-01,KHM,28.47,24.85555555555555,59.45304659498208,36.53333333333333
2022-10-01,KHM,27.34,14.849820788530463,68.09139784946235,37.266666666666666
2023-01-01,KHM,26.76,8.930491551459292,72.18894009216591,76.33333333333333
2023-04-01,KHM,30.04,16.272043010752686,72.81505376344086,64.66666666666667
2023-07-01,KHM,28.47,24.968817204301075,59.33763440860215,29.133333333333336
2023-10-01,KHM,27.63,15.349820788530463,68.77419354838709,141.86666666666667
2024-01-01,KHM,27.23,9.42491657397108,71.02892102335929,65.7
2024-04-01,KHM,30.47,18.25663082437276,65.27419354838709,42.06666666666667
2024-07-01,KHM,28.6,25.138709677419353,61.07777777777778,38.1
2024-10-01,KHM,27.57,13.56415770609319,67.48853046594982,68.66666666666667
2019-01-01,KIR,26.91,8.475422427035332,70.20276497695852,77.66666666666667
2019-04-01,KIR,27.3,18.11935483870968,66.00573476702509,28.066666666666663
2019-07-01,KIR,27.55,23.525089605734767,62.93942652329749,29.36666666666667
2019-10-01,KIR,27.39,15.47347670250896,69.24408602150538,55.73333333333333
2020-01-01,KIR,27.19,8.450129773822766,69.75046347793845,85.46666666666665
2020-04-01,KIR,27.36,16.76845878136201,62.81146953405018,64.10000000000001
2020-07-01,KIR,27.47,24.58817204301075,64.13082437275986,5.3
2020-10-01,KIR,27.25,15.144802867383511,66.83405017921147,38.9
2021-01-01,KIR,27.04,8.248463901689709,69.61981566820276,97.86666666666667
2021-04-01,KIR,27.27,16.47347670250896,67.96917562724015,62.36666666666667
2021-07-01,KIR,27.36,24.50035842293907,60.517921146953405,22.9
2021-10-01,KIR,26.99,13.514336917562725,70.0146953405018,65.86666666666667
2022-01-01,KIR,26.82,6.649385560675884,69.68817204301075,73.13333333333334
2022-04-01,KIR,27.17,17.54121863799283,67.17885304659498,45.833333333333336
2022-07-01,KIR,27.4,24.85555555555555,59.45304659498208,36.53333333333333
2022-10-01,KIR,27.04,14.849820788530463,68.09139784946235,37.266666666666666
2023-01-01,KIR,26.79,8.930491551459292,72.18894009216591,76.33333333333333
2023-04-01,KIR,27.3,16.272043010752686,72.81505376344086,64.66666666666667
2023-07-01,KIR,27.72,24.968817204301075,59.33763440860215,29.133333333333336
2023-10-01,KIR,27.66,15.349820788530463,68.77419354838709,141.86666666666667
2024-01-01,KIR,27.49,9.42491657397108,71.02892102335929,65.7
2024-04-01,KIR,27.55,18.25663082437276,65.27419354838709,42.06666666666667
2024-07-01,KIR,27.53,25.138709677419353,61.07777777777778,38.1
2024-10-01,KIR,27.29,13.56415770609319,67.48853046594982,68.66666666666667
2019-01-01,KOR,0.83,8.475422427035332,70.20276497695852,77.66666666666667
2019-04-01,KOR,12.16,18.11935483870968,66.00573476702509,28.066666666666663
2019-07-01,KOR,24.6,23.525089605734767,62.93942652329749,29.36666666666667
2019-10-01,KOR,15.19,15.47347670250896,69.24408602150538,55.73333333333333
2020-01-01,KOR,1.04,8.450129773822766,69.75046347793845,85.46666666666665
2020-04-01,KOR,12.16,16.76845878136201,62.81146953405018,64.10000000000001
2020-07-01,KOR,24.59,24.58817204301075,64.13082437275986,5.3
2020-10-01,KOR,15.19,15.144802867383511,66.83405017921147,38.9
2021-01-01,KOR,0.57,8.248463901689709,69.61981566820276,97.86666666666667
2021-04-01,KOR,12.24,16.47347670250896,67.96917562724015,62.36666666666667
2021-07-01,KOR,24.53,24.50035842293907,60.517921146953405,22.9
2021-10-01,KOR,15.13,13.514336917562725,70.0146953405018,65.86666666666667
2022-01-01,KOR,0.84,6.649385560675884,69.68817204301075,73.13333333333334
2022-04-01,KOR,12.61,17.54121863799283,67.17885304659498,45.833333333333336
2022-07-01,KOR,24.4,24.85555555555555,59.45304659498208,36.53333333333333
2022-10-01,KOR,15.25,14.849820788530463,68.09139784946235,37.266666666666666
2023-01-01,KOR,1.19,8.930491551459292,72.18894009216591,76.33333333333333
2023-04-01,KOR,12.33,16.272043010752686,72.81505376344086,64.66666666666667
2023-07-01,KOR,24.71,24.968817204301075,59.33763440860215,29.133333333333336
2023-10-01,KOR,15.24,15.349820788530463,68.77419354838709,141.86666666666667
2024-01-01,KOR,1.63,9.42491657397108,71.02892102335929,65.7
2024-04-01,KOR,12.42,18.25663082437276,65.27419354838709,42.06666666666667
2024-07-01,KOR,24.74,25.138709677419353,61.07777777777778,38.1
2024-10-01,KOR,15.4,13.56415770609319,67.48853046594982,68.66666666666667
2019-01-01,LAO,20.51,8.475422427035332,70.20276497695852,77.66666666666667
2019-04-01,LAO,25.38,18.11935483870968,66.00573476702509,28.066666666666663
2019-07-01,LAO,25.9,23.525089605734767,62.93942652329749,29.36666666666667
2019-10-01,LAO,23.86,15.47347670250896,69.24408602150538,55.73333333333333
2020-01-01,LAO,20.53,8.450129773822766,69.75046347793845,85.46666666666665
2020-04-01,LAO,25.88,16.76845878136201,62.81146953405018,64.10000000000001
2020-07-01,LAO,26.04,24.58817204301075,64.13082437275986,5.3
2020-10-01,LAO,24.07,15.144802867383511,66.83405017921147,38.9
2021-01-01,LAO,20.34,8.248463901689709,69.61981566820276,97.86666666666667
2021-04-01,LAO,25.6,16.47347670250896,67.96917562724015,62.36666666666667
2021-07-01,LAO,26.13,24.50035842293907,60.517921146953405,22.9
2021-10-01,LAO,23.82,13.514336917562725,70.0146953405018,65.86666666666667
2022-01-01,LAO,20.18,6.649385560675884,69.68817204301075,73.13333333333334
2022-04-01,LAO,25.6,17.54121863799283,67.17885304659498,45.833333333333336
2022-07-01,LAO,25.96,24.85555555555555,59.45304659498208,36.53333333333333
2022-10-01,LAO,23.84,14.849820788530463,68.09139784946235,37.266666666666666
2023-01-01,LAO,19.98,8.930491551459292,72.18894009216591,76.33333333333333
2023-04-01,LAO,25.66,16.272043010752686,72.81505376344086,64.66666666666667
2023-07-01,LAO,26.07,24.968817204301075,59.33763440860215,29.133333333333336
2023-10-01,LAO,24.19,15.349820788530463,68.77419354838709,141.86666666666667
2024-01-01,LAO,20.75,9.42491657397108,71.02892102335929,65.7
2024-04-01,LAO,26.06,18.25663082437276,65.27419354838709,42.06666666666667
2024-07-01,LAO,26.25,25.138709677419353,61.07777777777778,38.1
2024-10-01,LAO,24.03,13.56415770609319,67.48853046594982,68.66666666666667
2019-01-01,MAC,17.41,8.475422427035332,70.20276497695852,77.66666666666667
2019-04-01,MAC,23.62,18.11935483870968,66.00573476702509,28.066666666666663
2019-07-01,MAC,29.0,23.525089605734767,62.93942652329749,29.36666666666667
2019-10-01,MAC,25.26,15.47347670250896,69.24408602150538,55.73333333333333
